,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
null,0.8203389830508474,0.8528138528138528,0.7670157068062827,0.6833333333333333,0.6944444444444444,0.7708830548926014,0.608355091383812,0.7713178294573644,0.49033816425120774,0.8682432432432432,0.8477366255144033,0.7280334728033473,0.8194444444444444,0.7023411371237458,0.8130081300813008,0.8091603053435115,0.7420289855072464,0.8664495114006515,0.8653846153846154,0.6830188679245283,0.5279503105590062,0.7789855072463768,0.7046153846153846,0.7964601769911505,0.6324786324786325,0.8695652173913043,0.7955390334572491,0.5736925515055468,0.8851851851851852,0.7619047619047619
walking,0.7707317073170732,0.6312849162011173,0.6408163265306123,0.5606469002695418,0.6045016077170418,0.6382252559726962,0.6501901140684411,0.5194805194805194,0.4540540540540541,0.4957983193277311,0.6813186813186813,0.5633802816901409,0.6179401993355482,0.0,0.6626016260162602,0.6554621848739496,0.6115384615384616,0.6145251396648045,0.6103286384976526,0.6724137931034483,0.6129032258064516,0.5754716981132075,0.48333333333333334,0.6483870967741936,0.5722379603399433,0.532967032967033,0.6724137931034483,0.6887966804979253,0.5855513307984791,0.5068807339449541
walking_upstairs,0.7289377289377289,0.4751958224543081,0.7124600638977636,0.9090909090909091,0.8758620689655172,0.7050359712230215,0.863849765258216,0.6844444444444444,0.7844827586206896,0.7606837606837606,0.7975708502024291,0.8736842105263158,0.7786259541984732,0.32053422370617696,0.7205240174672489,0.7366255144032922,0.6403162055335968,0.4466230936819172,0.7578947368421053,0.7018181818181818,0.3771186440677966,0.8303030303030303,0.8287037037037037,0.9403669724770642,0.7964601769911505,0.9398907103825137,0.776824034334764,0.7470355731225297,0.8571428571428571,0.896551724137931
walking_downstairs,0.9757575757575757,0.972027972027972,0.795,0.83,0.7196652719665272,0.6214285714285714,0.8142857142857143,0.7032258064516129,0.8477157360406091,0.7425742574257426,0.9940476190476191,0.7934272300469484,0.9724137931034482,0.9711538461538461,0.8702702702702703,0.9488636363636364,0.8967391304347826,1.0,0.6883720930232559,0.9418604651162791,0.9774436090225563,0.6790697674418604,0.7151515151515152,0.9478672985781991,0.9652173913043478,0.8193832599118943,0.9428571428571428,0.8578680203045685,0.6755725190839694,0.9801324503311258
sitting,0.9702380952380952,1.0,0.9682539682539683,0.6474358974358975,0.5116279069767442,0.9461538461538461,1.0,0.8926553672316384,0.7684210526315789,0.2698412698412698,0.989247311827957,0.948051948051948,0.9772727272727273,0.9887640449438202,0.9852941176470589,0.14423076923076922,1.0,0.9393939393939394,1.0,0.9826086956521739,0.9841269841269841,0.9764150943396226,0.9801980198019802,0.97165991902834,0.9380530973451328,0.9742647058823529,0.9877049180327869,0.9534883720930233,0.6276276276276276,0.5238095238095238
standing,0.4859335038363171,0.5040871934604905,0.5663430420711975,0.4846153846153846,0.45901639344262296,0.6812749003984063,0.4417989417989418,0.6729323308270677,0.5418502202643172,0.47023809523809523,0.8169014084507042,0.6005917159763313,0.6914893617021277,0.6063492063492063,0.8443396226415094,0.32526881720430106,0.516504854368932,0.4896421845574388,0.7699386503067485,0.5888888888888889,0.5809716599190283,0.5656836461126006,0.7235494880546075,0.6987179487179487,0.7171428571428572,0.6510416666666666,0.8862876254180602,0.5558739255014327,0.6145833333333334,0.6741573033707865
laying,0.9448275862068966,0.9771428571428571,0.9861751152073732,0.9615384615384616,0.9619565217391305,0.2564102564102564,0.9669421487603306,0.9508196721311475,0.96875,0.9436619718309859,0.9601990049751243,0.9663461538461539,0.9765258215962441,0.963855421686747,0.9754098360655737,0.7684887459807074,0.9552845528455285,0.9710743801652892,0.8223495702005731,0.9585062240663901,0.9965753424657534,0.9787234042553191,0.9838709677419355,0.9763779527559056,0.95260663507109,0.948905109489051,0.9881889763779528,0.9271523178807947,0.9754098360655737,0.9728682170542635
stand_to_sit,0.18181818181818182,0.08661417322834646,0.1891891891891892,0.3333333333333333,0.30434782608695654,0.17647058823529413,0.16666666666666666,0.0,0.0,0.16,0.16666666666666666,0.45454545454545453,0.14285714285714285,0.1875,0.12,0.2857142857142857,0.2727272727272727,0.16393442622950818,0.09523809523809523,0.11235955056179775,0.075,0.25,0.0,0.38461538461538464,0.17647058823529413,0.4,0.21428571428571427,0.4375,0.23809523809523808,0.18181818181818182
sit_to_stand,0.35714285714285715,0.5,0.5555555555555556,0.5714285714285714,0.5714285714285714,0.3333333333333333,0.25,0.36363636363636365,0.2,0.03076923076923077,0.625,0.5,0.5,0.2,0.38461538461538464,0.25,0.4117647058823529,0.38095238095238093,0.06666666666666667,0.25,0.22580645161290322,0.4444444444444444,0.8,0.5384615384615384,0.1111111111111111,0.75,0.0,0.5555555555555556,0.5,0.25
sit_to_lie,0.3181818181818182,0.40540540540540543,0.375,0.3783783783783784,0.4444444444444444,0.18181818181818182,0.5652173913043478,0.34375,0.4,0.12244897959183673,0.35,0.5,0.4117647058823529,0.42857142857142855,0.3684210526315789,0.12307692307692308,0.4444444444444444,0.38636363636363635,0.42857142857142855,0.3404255319148936,0.1276595744680851,0.45454545454545453,0.3783783783783784,0.3695652173913043,0.25,0.42857142857142855,0.44,0.0,0.5172413793103449,0.5555555555555556
