,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
null,0.7185296003419535,0.8555671486063496,0.7306397306397306,0.7798412698412699,0.7212272460364063,0.7202713487629688,0.7595449286540686,0.8854029062087186,0.8751551693562688,0.6806441810999696,0.7806847062341157,0.6874518860662048,0.8647209985315712,0.7723704866562009,0.7239534883720931,0.7933394160583942,0.8334475668265936,0.7664165103189493,0.781700835231587,0.8308763972136725,0.7542920435665498,0.8947028423772609
cutting,0.8455882352941176,0.23255813953488372,0.6098484848484849,0.710594315245478,0.9090909090909091,0.7278688524590164,0.6987179487179487,0.22929936305732485,0.2867132867132867,0.4936708860759494,0.6029055690072639,0.5875796178343949,0.5051546391752577,0.039735099337748346,0.8203883495145631,0.6746031746031746,0.5936395759717314,0.8272425249169435,0.6137931034482759,0.8134920634920635,0.625531914893617,0.24861878453038674
inverting,0.0,0.8391608391608392,0.7619047619047619,0.0,0.0,0.9047619047619048,0.39285714285714285,0.8693181818181818,0.2159090909090909,0.4444444444444444,0.0,0.13043478260869565,0.5625,0.8137651821862348,0.832,0.6666666666666666,0.9310344827586207,1.0,0.8367346938775511,0.7244897959183674,0.6419753086419753,0.518796992481203
peeling,0.171875,0.0,0.06598984771573604,0.19727891156462585,0.6785714285714286,0.0,0.5393258426966292,0.0,0.0,0.4307692307692308,0.43617021276595747,0.07142857142857142,0.0,0.2765957446808511,0.13924050632911392,0.2,0.13186813186813187,0.6329113924050633,0.3125,0.0,0.6666666666666666,0.0
pestling,0.913232104121475,0.8348214285714286,0.9183006535947712,0.7419354838709677,0.5449189985272459,0.9254658385093167,0.9222222222222223,0.3607305936073059,0.7940199335548173,0.5869837296620776,0.7624633431085044,0.4813614262560778,0.43202416918429004,0.71850699844479,0.44042553191489364,0.697092084006462,0.8114104595879557,0.5050872093023255,0.6130653266331658,0.963855421686747,0.22783389450056116,0.34137291280148424
pipetting,0.43005181347150256,0.13896457765667575,0.3368421052631579,0.4931255728689276,0.3621755253399258,0.6359102244389028,0.581039755351682,0.12735166425470332,0.0610236220472441,0.596875,0.6537313432835821,0.7018425460636516,0.6314152410575428,0.5020080321285141,0.571150097465887,0.673469387755102,0.2,0.4990512333965844,0.25,0.5766283524904214,0.5341463414634147,0.2521551724137931
pouring,0.0,0.3258426966292135,0.3146067415730337,0.14814814814814814,0.2076271186440678,0.27184466019417475,0.12962962962962962,0.10179640718562874,0.02857142857142857,0.1724137931034483,0.06635071090047394,0.4,0.3516483516483517,0.19117647058823528,0.42,0.38738738738738737,0.5454545454545454,0.625,0.14285714285714285,0.17391304347826086,0.16666666666666666,0.023255813953488372
stirring,0.08695652173913043,0.3228346456692913,0.47761194029850745,0.5159090909090909,0.8446601941747572,0.46638655462184875,0.4387755102040816,0.35106382978723405,0.27982954545454547,0.5641025641025641,0.1437908496732026,0.5706806282722513,0.45038167938931295,0.08536585365853659,0.6564885496183206,0.40607734806629836,0.45348837209302323,0.46411483253588515,0.4951219512195122,0.2533783783783784,0.8134328358208955,0.7531645569620253
transfer,0.0,0.0,0.0,0.6103896103896104,0.5263157894736842,0.0,0.0,0.22058823529411764,0.11538461538461539,0.2962962962962963,0.23076923076923078,0.1827956989247312,0.0,0.2857142857142857,0.0,0.0,0.0,0.021739130434782608,0.0,0.21428571428571427,0.0,0.4444444444444444
