,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
null,0.8502092050209205,0.8160173160173161,0.8412408759124086,0.856441717791411,0.8052708638360175,0.8595121951219513,0.8732394366197183,0.8004807692307692,0.7656441717791411,0.7634322373696873,0.8366013071895425,0.7790143084260732,0.8272383354350568,0.7695700110253584,0.9181585677749361,0.9092198581560285,0.8758169934640523,0.8839427662957076,0.914027149321267,0.8437856328392246,0.8464912280701754,0.8509249183895538,0.7967145790554414,0.8626198083067093,0.739538855678907,0.8542510121457491,0.8451882845188285,0.7988223748773307,0.918435754189944,0.6680161943319838
walking,0.864406779661017,0.856396866840731,0.7958656330749355,0.8661800486618005,0.8894009216589862,0.8779342723004695,0.7643678160919539,0.5928571428571429,0.8119891008174388,0.6476683937823834,0.7772511848341234,0.8684863523573201,0.7296587926509186,0.1440677966101695,0.9526184538653366,0.8840970350404314,0.8602620087336244,0.8768472906403941,0.8914285714285715,0.8860759493670887,0.8524590163934426,0.812121212121212,0.8603603603603605,0.8217391304347826,0.5797872340425532,0.8755555555555555,0.8701923076923077,0.8191489361702127,0.9316455696202531,0.7950530035335689
walking_upstairs,0.9406175771971497,0.7322834645669293,0.9273504273504273,0.9462915601023018,0.9470899470899472,0.9587628865979382,0.8715365239294711,0.7875894988066825,0.910941475826972,0.8358208955223879,0.9609756097560976,0.9722921914357683,0.8151093439363817,0.6207999999999999,0.9675675675675676,0.953125,0.9282051282051281,0.8479657387580298,0.952076677316294,0.9009433962264151,0.8827930174563591,0.9302325581395349,0.9629629629629629,0.963963963963964,0.948024948024948,0.9619047619047618,0.8962264150943396,0.9476309226932669,0.9790575916230367,0.9267241379310345
walking_downstairs,0.9153439153439153,0.9570200573065902,0.8894348894348894,0.9301075268817204,0.9347826086956522,0.9860724233983287,0.9175257731958762,0.8232044198895028,0.8638743455497383,0.9249999999999999,0.9686609686609687,0.9661016949152541,0.9613259668508287,0.9069767441860465,0.9618768328445747,0.9690140845070423,0.9684813753581661,0.8828337874659401,0.9710610932475885,0.9333333333333333,0.9662921348314607,0.8849557522123893,0.9193154034229829,0.9739952718676123,0.9045226130653266,0.9565217391304348,0.9746478873239437,0.9775280898876404,0.9752066115702478,0.9536423841059603
sitting,0.972972972972973,0.7642857142857142,0.9591280653950953,0.9585798816568047,0.871473354231975,0.9665809768637531,0.8299319727891156,0.9149560117302054,0.36170212765957444,0.5123456790123456,0.9034090909090909,0.751592356687898,0.962536023054755,0.6219081272084805,0.9081632653061225,0.6543778801843319,0.8678414096916299,0.9680365296803655,0.7881548974943052,0.7903614457831325,0.7377398720682304,0.7919799498746866,0.7799043062200957,0.9620758483033933,0.6535947712418301,0.9140625000000001,0.6358695652173912,0.6068601583113457,0.9784172661870504,0.86328125
standing,0.8659217877094972,0.8674698795180723,0.9126637554585153,0.9214092140921408,0.8617021276595743,0.9189189189189189,0.819753086419753,0.9616368286445013,0.5472636815920398,0.613526570048309,0.9347826086956523,0.7862595419847328,0.9666666666666667,0.7933491686460808,0.8938271604938272,0.6351606805293006,0.8550724637681161,0.8754716981132076,0.9377431906614787,0.8131021194605009,0.8144796380090498,0.8571428571428571,0.8869179600886918,0.9444444444444444,0.5956521739130436,0.906764168190128,0.8621794871794872,0.7611710323574731,0.9333333333333333,0.7387033398821218
laying,0.943952802359882,0.96045197740113,0.9840546697038726,0.970189701897019,0.9666666666666667,0.6897880539499036,0.9595375722543352,0.8662790697674418,0.9044943820224718,0.9434889434889435,0.9655172413793104,0.9689737470167065,0.9306930693069306,0.8847352024922117,0.9617706237424548,0.9518072289156626,0.9582504970178927,0.975609756097561,0.8776508972267537,0.9567099567099567,0.9715242881072026,0.973630831643002,0.9898580121703854,0.9778672032193159,0.9173553719008264,0.9828571428571429,0.9828571428571429,0.9795918367346939,0.9813664596273292,0.9596774193548387
stand_to_sit,0.6818181818181819,0.8484848484848485,0.6382978723404256,0.6666666666666667,0.5,0.8205128205128205,0.5128205128205129,0.8148148148148148,0.35000000000000003,0.18867924528301885,0.6486486486486486,0.6666666666666666,0.6545454545454545,0.6666666666666667,0.6486486486486487,0.2807017543859649,0.606060606060606,0.5925925925925927,0.6341463414634146,0.35443037974683544,0.24390243902439027,0.5882352941176471,0.4347826086956522,0.7083333333333333,0.5652173913043479,0.4255319148936171,0.5581395348837209,0.5277777777777779,0.8333333333333334,0.5
sit_to_stand,0.787878787878788,0.6923076923076923,0.8148148148148148,0.923076923076923,0.6666666666666667,0.6666666666666666,0.5555555555555556,0.5925925925925926,0.0,0.3157894736842105,0.7407407407407408,0.8799999999999999,0.8571428571428571,0.5263157894736842,0.7027027027027027,0.41666666666666663,0.7058823529411765,0.8421052631578948,0.3684210526315789,0.5283018867924527,0.2857142857142857,0.6666666666666667,0.962962962962963,0.75,0.3076923076923077,0.4516129032258065,0.23255813953488372,0.8461538461538461,0.5806451612903225,0.7878787878787878
sit_to_lie,0.7999999999999999,0.8095238095238095,0.8571428571428571,0.8,0.8936170212765957,0.761904761904762,0.8444444444444444,0.7499999999999999,0.6111111111111113,0.24324324324324326,0.7659574468085106,0.7894736842105262,0.8085106382978724,0.27586206896551724,0.7450980392156863,0.5777777777777778,0.7924528301886792,0.8837209302325582,0.679245283018868,0.5,0.8947368421052632,0.8275862068965518,0.8235294117647058,0.8571428571428572,0.5161290322580645,0.7222222222222223,0.6315789473684211,0.0,0.6153846153846153,0.7169811320754716
