,0,1,2,3
null,0.8797043277828559,0.9126895582827157,0.8672585189516773,0.9027349768875192
open_door_1,0.16842105263157894,0.4046242774566474,0.20382165605095542,0.06802721088435373
open_door_2,0.10256410256410256,0.34080717488789236,0.29,0.20689655172413793
close_door_1,0.23728813559322035,0.16417910447761194,0.39148936170212767,0.33928571428571425
close_door_2,0.25,0.44047619047619047,0.2823529411764706,0.5023696682464455
open_fridge,0.1606217616580311,0.2682926829268293,0.2851123595505618,0.07604562737642587
close_fridge,0.20370370370370372,0.34099616858237547,0.36722306525037934,0.3111954459203036
open_dishwasher,0.16460905349794236,0.253968253968254,0.0851063829787234,0.12295081967213116
close_dishwasher,0.13584905660377358,0.17557251908396945,0.1683673469387755,0.35000000000000003
open_drawer_1,0.08235294117647059,0.022988505747126436,0.08247422680412371,0.0
close_drawer_1,0.03896103896103896,0.09302325581395349,0.05555555555555555,0.06557377049180328
open_drawer_2,0.04597701149425287,0.0,0.028571428571428574,0.11111111111111112
close_drawer_2,0.0,0.0784313725490196,0.2105263157894737,0.0
open_drawer_3,0.23868312757201646,0.2054054054054054,0.21276595744680854,0.22641509433962267
close_drawer_3,0.2222222222222222,0.19718309859154928,0.20353982300884957,0.30275229357798167
clean_table,0.32098765432098764,0.18644067796610167,0.343042071197411,0.6019900497512438
drink_from_cup,0.0218978102189781,0.29965156794425085,0.3710777626193725,0.09644670050761421
toggle_switch,0.10666666666666666,0.07142857142857142,0.16666666666666666,0.1487603305785124
