,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
null,0.5208568207440811,0.4631268436578171,0.5763813651137595,0.509433962264151,0.5538971807628524,0.7000000000000001,0.5721271393643031,0.5572842998585573,0.5383615084525357,0.5677799607072691,0.6780715396578538,0.5922165820642977,0.6307053941908713,0.5577689243027888,0.6130030959752323,0.6,0.5723905723905724,0.5942622950819673,0.4992826398852224,0.48433048433048426,0.3911671924290221,0.5637065637065637,0.6111801242236025,0.6528735632183907,0.6416584402764067,0.6097271648873073,0.6431852986217458,0.6455584872471417,0.6248256624825663,0.6085192697768763
walking,0.8371467025572004,0.4226190476190476,0.7013574660633484,0.7157534246575342,0.7327935222672064,0.7370600414078676,0.7600849256900213,0.610752688172043,0.6091954022988506,0.6271186440677967,0.7822580645161291,0.7318087318087318,0.7248062015503876,0.0,0.7301587301587301,0.743142144638404,0.6753246753246753,0.5774278215223095,0.6102564102564102,0.7703349282296651,0.3909774436090226,0.6789473684210526,0.6490066225165563,0.7677543186180422,0.6545454545454545,0.7105263157894737,0.7933884297520661,0.7516778523489932,0.6160919540229884,0.7044025157232705
walking_upstairs,0.8432203389830508,0.5714285714285714,0.8050541516245487,0.8579088471849866,0.7151515151515151,0.6554621848739496,0.9118387909319899,0.8045325779036826,0.6985915492957747,0.570446735395189,0.9176470588235295,0.8630490956072351,0.8649789029535865,0.5,0.8048780487804879,0.811659192825112,0.7571115973741794,0.6128550074738416,0.82183908045977,0.8374164810690423,0.577922077922078,0.8333333333333331,0.9050000000000001,0.9379310344827587,0.8381374722838137,0.9072164948453608,0.8438228438228438,0.8636363636363638,0.8281690140845069,0.8603603603603603
walking_downstairs,0.9005524861878452,0.8488745980707396,0.8415300546448088,0.8967391304347826,0.8056206088992974,0.780269058295964,0.891820580474934,0.6258992805755395,0.8877005347593583,0.8915662650602408,0.9740634005763689,0.9111111111111111,0.8193548387096774,0.8199999999999998,0.9121813031161473,0.9421965317919075,0.9283667621776505,0.4963503649635037,0.7664041994750657,0.9333333333333333,0.9249249249249248,0.8055555555555555,0.6948640483383686,0.964200477326969,0.7202380952380953,0.8963855421686748,0.942528735632184,0.8936170212765958,0.7712418300653595,0.8333333333333334
sitting,0.9702380952380952,0.37254901960784315,0.7909967845659165,0.6341463414634146,0.594847775175644,0.729559748427673,0.5258620689655172,0.9489489489489489,0.547945205479452,0.3380281690140845,0.9788359788359788,0.5836298932384342,0.8289473684210527,0.5227272727272727,0.8601583113456466,0.13953488372093023,0.787128712871287,0.8106666666666666,0.718987341772152,0.6899563318777293,0.34090909090909094,0.9406175771971497,0.8483412322274881,0.9729729729729729,0.8750000000000001,0.9628252788104089,0.9758064516129032,0.46290801186943614,0.7586206896551725,0.6864274570982839
standing,0.6366666666666666,0.6617647058823529,0.6477876106194689,0.6071428571428571,0.2846975088967972,0.7652173913043478,0.6313868613138686,0.7586206896551725,0.6296296296296295,0.40997229916897504,0.9028871391076115,0.7418181818181819,0.7755905511811023,0.6570841889117044,0.8089887640449438,0.3793103448275862,0.7088274044795784,0.6649484536082474,0.8680555555555556,0.5682656826568265,0.6353211009174312,0.6886326194398683,0.7601476014760148,0.7859778597785978,0.7792207792207791,0.773497688751926,0.9063545150501673,0.6065573770491803,0.5412844036697249,0.5955334987593052
laying,0.8670886075949366,0.9659090909090909,0.9771689497716893,0.9655172413793103,0.967391304347826,0.6010733452593918,0.7465753424657534,0.9451697127937337,0.8703170028818444,0.9542168674698795,0.9552238805970149,0.9528301886792454,0.9764150943396227,0.9436201780415432,0.9520000000000001,0.8637992831541219,0.9354838709677419,0.9608247422680413,0.9053627760252366,0.9705882352941176,0.9680672268907563,0.9527720739219714,0.9819639278557115,0.982107355864811,0.8304347826086956,0.966542750929368,0.9748549323017409,0.8042553191489361,0.9773195876288661,0.9764705882352941
stand_to_sit,0.2545454545454545,0.10695187165775401,0.20338983050847456,0.2285714285714286,0.47058823529411764,0.13793103448275862,0.09090909090909091,0.05128205128205128,0.0,0.15384615384615388,0.3,0.3225806451612903,0.1904761904761905,0.1714285714285714,0.208955223880597,0.125,0.2580645161290323,0.26829268292682923,0.10256410256410256,0.2580645161290323,0.024096385542168672,0.1935483870967742,0.15384615384615383,0.39999999999999997,0.1818181818181818,0.4999999999999999,0.06896551724137931,0.4137931034482759,0.38709677419354843,0.1702127659574468
sit_to_stand,0.2857142857142857,0.2941176470588235,0.303030303030303,0.43478260869565216,0.33333333333333337,0.21052631578947367,0.27272727272727276,0.3846153846153846,0.11764705882352941,0.14285714285714288,0.27272727272727276,0.375,0.4571428571428572,0.20689655172413793,0.4999999999999999,0.42857142857142855,0.3636363636363636,0.41025641025641024,0.15384615384615385,0.1728395061728395,0.2368421052631579,0.26086956521739124,0.3157894736842105,0.5454545454545454,0.2857142857142857,0.4210526315789474,0.0,0.5714285714285714,0.3,0.2222222222222222
sit_to_lie,0.40625,0.5084745762711864,0.490566037735849,0.41509433962264153,0.5070422535211269,0.21686746987951808,0.5333333333333332,0.43902439024390244,0.13793103448275862,0.11940298507462688,0.36,0.6122448979591837,0.5283018867924528,0.34146341463414637,0.4126984126984127,0.22222222222222224,0.5714285714285715,0.5079365079365079,0.3125,0.4096385542168675,0.14705882352941177,0.4864864864864865,0.5581395348837208,0.5573770491803278,0.3692307692307692,0.4727272727272728,0.3773584905660377,0.0,0.49180327868852464,0.4680851063829787
lie_to_sit,0.09523809523809525,0.39999999999999997,0.3448275862068965,0.0,0.0,0.0,0.4827586206896552,0.14814814814814817,0.0,0.0,0.45161290322580644,0.16666666666666666,0.08333333333333333,0.08695652173913045,0.1,0.125,0.16666666666666666,0.2631578947368421,0.3181818181818182,0.35294117647058826,0.25,0.30303030303030304,0.35714285714285715,0.18181818181818182,0.24390243902439027,0.41379310344827586,0.38095238095238093,0.0,0.358974358974359,0.24242424242424246
stand_to_lie,0.10526315789473682,0.0625,0.14285714285714285,0.15,0.13333333333333333,0.08695652173913043,0.29629629629629634,0.06896551724137931,0.2857142857142857,0.05714285714285714,0.20689655172413793,0.23999999999999996,0.07407407407407407,0.14285714285714288,0.14285714285714285,0.18181818181818182,0.18181818181818182,0.21621621621621623,0.22222222222222224,0.2,0.04444444444444444,0.28571428571428575,0.2857142857142857,0.0425531914893617,0.07142857142857142,0.16666666666666666,0.18181818181818182,0.0,0.0,0.3125
lie_to_stand,0.32727272727272727,0.39999999999999997,0.46511627906976744,0.4680851063829787,0.4313725490196078,0.23300970873786406,0.4444444444444445,0.34146341463414637,0.07692307692307693,0.15384615384615388,0.375,0.38596491228070173,0.4444444444444444,0.4313725490196078,0.35714285714285715,0.2857142857142857,0.45454545454545453,0.29787234042553196,0.39215686274509803,0.4680851063829787,0.31818181818181823,0.2777777777777778,0.39024390243902435,0.3870967741935484,0.4516129032258065,0.38095238095238093,0.5641025641025641,0.35714285714285715,0.4,0.3829787234042554
