,0,1,2,3
null,0.6882613510520488,0.5841008240426563,0.5403766358123204,0.636858006042296
open_door_1,0.6923076923076923,0.5181818181818182,0.26406926406926406,0.6827586206896552
open_door_2,0.6546184738955824,0.5931372549019608,0.5636363636363636,0.29931972789115646
close_door_1,0.6890756302521008,0.6698564593301436,0.312,0.6194690265486725
close_door_2,0.60546875,0.634703196347032,0.4575645756457565,0.5093632958801498
open_fridge,0.056338028169014086,0.10404624277456648,0.029850746268656716,0.16216216216216217
close_fridge,0.0,0.23076923076923078,0.07811531308121512,0.02912621359223301
open_dishwasher,0.25135135135135134,0.22935779816513763,0.1814516129032258,0.28532608695652173
close_dishwasher,0.315,0.13793103448275862,0.07575757575757576,0.28688524590163933
open_drawer_1,0.3798449612403101,0.3791469194312796,0.0,0.3014705882352941
close_drawer_1,0.30275229357798167,0.2483221476510067,0.0,0.3055555555555556
open_drawer_2,0.45121951219512196,0.4915254237288136,0.0,0.4380952380952381
close_drawer_2,0.5454545454545454,0.14666666666666667,0.0,0.3333333333333333
open_drawer_3,0.5351351351351351,0.25961538461538464,0.0,0.5793650793650794
close_drawer_3,0.5632911392405063,0.34146341463414637,0.16129032258064516,0.44505494505494503
clean_table,0.6769759450171822,0.8181818181818182,0.883495145631068,0.5619469026548672
drink_from_cup,0.797886393659181,0.8494208494208494,0.6394472361809045,0.7923211169284468
toggle_switch,0.4392857142857143,0.5064377682403434,0.2072072072072072,0.3905579399141631
