,0,1,2,3
null,0.8111586051743533,0.8800997377584798,0.7163120567375887,0.8359604875998319
open_door_1,0.369811320754717,0.42857142857142855,0.12903225806451613,0.2692307692307692
open_door_2,0.36842105263157887,0.0,0.14007782101167313,0.05755395683453237
close_door_1,0.3229461756373938,0.20338983050847456,0.2171717171717172,0.3119266055045871
close_door_2,0.33944954128440363,0.1111111111111111,0.0,0.2642857142857143
open_fridge,0.2290862290862291,0.1998348472336912,0.1690721649484536,0.23893805309734514
close_fridge,0.32277834525025534,0.2888616891064872,0.19308208569953536,0.2613981762917933
open_dishwasher,0.19266055045871558,0.03587443946188341,0.06315789473684211,0.0
close_dishwasher,0.23913043478260868,0.3157894736842105,0.1962421711899791,0.05952380952380953
open_drawer_1,0.01652892561983471,0.1081081081081081,0.0,0.0
close_drawer_1,0.13095238095238093,0.0989010989010989,0.0,0.1213872832369942
open_drawer_2,0.031007751937984496,0.0,0.0,0.0
close_drawer_2,0.04225352112676056,0.18181818181818182,0.0,0.16541353383458646
open_drawer_3,0.14857142857142855,0.07766990291262135,0.10596026490066225,0.14659685863874347
close_drawer_3,0.32535885167464107,0.32863849765258213,0.14782608695652175,0.16699801192842942
clean_table,0.25225225225225223,0.10810810810810811,0.31390134529147984,0.1904761904761905
drink_from_cup,0.10365853658536586,0.2804878048780488,0.0,0.30407523510971785
toggle_switch,0.11275964391691394,0.13725490196078433,0.038011695906432746,0.07506702412868632
