,0,1,2,3,4,5,6,7,8
null,0.3223965763195435,0.3438735177865613,0.47084708470847086,0.3834862385321101,0.11555009219422249,0.38222222222222224,0.4281842818428184,0.0968586387434555,0.4982698961937716
biking,0.9413265306122449,1.0,0.8412280701754385,0.275377969762419,0.9906604402935291,0.9612289685442575,0.7972805933250927,0.9012658227848102,0.14754098360655737
sitting,0.0,0.23377960865087538,0.014508928571428572,0.7314410480349345,0.7174603174603175,0.8692737430167597,0.9765625,0.34285714285714286,0.0
standing,0.597233523189585,0.2017075773745998,0.7144298688193743,0.9387990762124712,0.0,0.8578371810449574,0.0,0.05813953488372093,0.0
walking,0.31201382886776147,0.048,0.387589013224822,0.15294117647058825,0.30465666929755325,0.5021834061135371,0.025787965616045846,0.8240469208211144,0.07407407407407407
stair up,0.3526912181303116,0.037444933920704845,0.3856332703213611,0.06539833531510107,0.0,0.168141592920354,0.43448275862068964,0.021917808219178082,0.013201320132013201
stair down,0.8721518987341772,0.9253539253539254,0.6241413150147204,0.9011299435028248,0.1676802780191138,0.6936852026390198,0.3904109589041096,0.8215189873417722,0.5061124694376528
