,0,1,2,3
null,0.9148321905449296,0.938920587409971,0.952101506740682,0.9201508262171454
open_door_1,0.2800925925925926,0.47058823529411764,0.29310344827586204,0.36464088397790057
open_door_2,0.38016528925619836,0.3102310231023102,0.44505494505494503,0.24675324675324675
close_door_1,0.24721603563474387,0.4426229508196721,0.21160409556313994,0.3
close_door_2,0.3567708333333333,0.34545454545454546,0.5072463768115942,0.2205128205128205
open_fridge,0.23665893271461716,0.1513911620294599,0.2009273570324575,0.22532188841201717
close_fridge,0.21296296296296297,0.29978118161925604,0.11319534282018111,0.3803680981595092
open_dishwasher,0.1875,0.19444444444444445,0.09157509157509157,0.07575757575757576
close_dishwasher,0.4393939393939394,0.2956521739130435,0.12315270935960591,0.19387755102040816
open_drawer_1,0.1774193548387097,0.14814814814814814,0.15942028985507245,0.12121212121212122
close_drawer_1,0.2727272727272727,0.18181818181818182,0.11809045226130653,0.18627450980392157
open_drawer_2,0.0,0.0,0.2916666666666667,0.11538461538461539
close_drawer_2,0.11983471074380166,0.14285714285714285,0.23684210526315788,0.05263157894736842
open_drawer_3,0.4927536231884058,0.4153846153846154,0.1527777777777778,0.16071428571428573
close_drawer_3,0.2734375,0.46835443037974683,0.22784810126582278,0.15359477124183007
clean_table,0.2542372881355932,0.3023255813953488,0.10586011342155009,0.7096774193548387
drink_from_cup,0.32456140350877194,0.28982300884955753,0.7527472527472527,0.3185328185328185
toggle_switch,0.17543859649122806,0.19387755102040816,0.08275862068965517,0.083710407239819
