,0,1,2,3
null,0.8725074246924056,0.9351130886169818,0.7783708517057322,0.9728468392023759
open_door_1,0.43258426966292135,0.2788104089219331,0.43666666666666665,0.1509433962264151
open_door_2,0.5734463276836158,0.14695340501792115,0.48563218390804597,0.06584362139917696
close_door_1,0.4594594594594595,0.27547169811320754,0.42066420664206644,0.34710743801652894
close_door_2,0.7021276595744681,0.5211726384364821,0.4013605442176871,0.14222222222222222
open_fridge,0.5472972972972973,0.48792270531400966,0.6164383561643836,0.08734939759036145
close_fridge,0.38461538461538464,0.25277777777777777,0.6422535211267606,0.16566265060240964
open_dishwasher,0.2761904761904762,0.3303030303030303,0.3876651982378855,0.015384615384615385
close_dishwasher,0.4158878504672897,0.11070110701107011,0.3273542600896861,0.24719101123595505
open_drawer_1,0.24074074074074073,0.036458333333333336,0.018292682926829267,0.0
close_drawer_1,0.2046783625730994,0.08396946564885496,0.1518987341772152,0.07142857142857142
open_drawer_2,0.29473684210526313,0.0,0.05952380952380952,0.04477611940298507
close_drawer_2,0.4585635359116022,0.04504504504504504,0.10884353741496598,0.008130081300813009
open_drawer_3,0.4817813765182186,0.20994475138121546,0.235,0.01948051948051948
close_drawer_3,0.3963963963963964,0.2608695652173913,0.32019704433497537,0.19078947368421054
clean_table,0.8333333333333334,0.4718162839248434,0.9351145038167938,0.71875
drink_from_cup,0.3413566739606127,0.5263157894736842,0.25462555066079295,0.032474804031354984
toggle_switch,0.6743119266055045,0.16423357664233576,0.184,0.09340659340659341
