,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
climbing_down,0.3552215189873418,0.8055105348460292,0.602610587382161,0.01485148514851485,0.6926131850675139,0.6978827361563518,0.40350877192982454,0.9034608378870674,0.670957361222848,0.926605504587156,0.8654311039484287,0.7871287128712872,0.6724770642201835,0.5321637426900585,0.6470125786163522
climbing_up,0.6810408921933085,0.0,0.9164420485175202,0.4700460829493088,0.3287037037037037,0.5380434782608695,0.9013806706114399,0.26826722338204595,0.7104874446085672,0.3219298245614035,0.7180306905370843,0.5661870503597123,0.8458445040214477,0.04801670146137787,0.6060606060606061
jumping,0.6462264150943396,0.9704641350210971,0.96484375,0.9485981308411215,0.9324894514767933,0.9533898305084746,0.9473684210526315,0.0,0.8452380952380952,0.1274131274131274,0.9437751004016064,0.6732283464566929,0.9589552238805971,0.0,0.9327731092436975
lying,0.9609224855861627,0.9844458846403111,0.9808673469387755,0.8869047619047619,0.6,0.9875078076202374,0.9808877928483354,0.14376590330788805,0.9712092130518234,0.9463171036204744,0.9496623695518723,0.968508997429306,0.21663563004345127,0.9241071428571429,0.9221411192214112
running,0.9901445466491459,0.976913730255164,0.8186638388123012,0.40485362095531585,0.5557955363570914,0.9703748488512697,0.8960612691466083,1.0,0.7187807276302851,0.9325842696629213,0.9863989637305699,0.9896036387264457,0.9883116883116884,0.9066753078418665,0.8951756998213222
sitting,0.7032297379646557,0.04041720990873533,0.8788265306122449,0.90955091714105,0.47882136279926335,0.7625152625152625,0.5330859616573902,0.9157441574415744,0.952912019826518,0.9630325814536341,0.8548490687219011,0.9743260590500642,0.9122042341220423,0.5111536010197578,0.6097256857855362
standing,0.5651629072681704,0.9436804191224624,0.9253058596265293,0.675981370592149,0.8894842598794374,0.9563567362428842,0.24408014571949,0.99812382739212,0.9968730456535334,1.0,0.43829516539440205,0.9882659713168188,0.7347903130537508,0.9813023855577047,0.9884910485933504
walking,0.510062893081761,0.31675392670157065,0.8584070796460177,0.7970168612191959,0.7833622183708839,0.6862244897959183,0.4772135416666667,0.9486552567237164,0.8705957719410634,0.9620012666244458,0.11782477341389729,0.9106463878326996,0.40061349693251536,0.9682063587282543,0.8758328285887341
