,0,1,2,3
null,0.7116605412629469,0.7476155539251651,0.5856090160381447,0.63477908390758
open_door_1,0.7351351351351352,0.6713286713286714,0.48275862068965514,0.20853080568720378
open_door_2,0.8076923076923078,0.735294117647059,0.3526570048309179,0.5102880658436213
close_door_1,0.7941176470588236,0.8105263157894738,0.1672727272727273,0.5220883534136546
close_door_2,0.7979002624671917,0.8329297820823244,0.3448275862068966,0.6066838046272495
open_fridge,0.7351778656126482,0.6850393700787402,0.11078717201166183,0.5033557046979865
close_fridge,0.5999999999999999,0.6333333333333333,0.16013628620102216,0.29931972789115646
open_dishwasher,0.6127167630057805,0.5736434108527132,0.16969696969696968,0.6262626262626263
close_dishwasher,0.7509025270758123,0.5701754385964912,0.416,0.6666666666666666
open_drawer_1,0.7868852459016393,0.7307692307692307,0.21556886227544908,0.4526748971193415
close_drawer_1,0.7586206896551725,0.6956521739130436,0.047619047619047616,0.16470588235294117
open_drawer_2,0.7087378640776699,0.676923076923077,0.04081632653061224,0.126984126984127
close_drawer_2,0.7433628318584071,0.5644171779141104,0.09569377990430622,0.1941747572815534
open_drawer_3,0.7112970711297072,0.5668449197860963,0.19689119170984457,0.519774011299435
close_drawer_3,0.7875,0.5076142131979695,0.4476534296028881,0.6483516483516484
clean_table,0.808411214953271,0.8223938223938224,0.736842105263158,0.5633802816901409
drink_from_cup,0.882051282051282,0.882703777335984,0.8148734177215189,0.7398615232443126
toggle_switch,0.717201166180758,0.6863905325443787,0.4584527220630372,0.5324675324675324
