,0,1,2,3,4,5,6,7,8
null,0.15306767868437698,0.42403628117913833,0.17420814479638008,0.5114754098360655,0.25903614457831325,0.38633193863319387,0.5408163265306123,0.23825503355704697,0.2485207100591716
biking,0.963404255319149,0.9167353668590272,0.8205128205128205,0.9197002141327623,0.8716475095785441,0.8855547801814375,0.7231869254341164,0.975,0.49740932642487046
sitting,0.0,0.9146090534979424,0.9054325955734407,0.9198782961460447,0.8864097363083164,0.9378172588832487,0.8031496062992126,0.6666666666666666,0.0
standing,0.8373362445414847,0.8911465892597968,0.9646799116997793,0.9771949828962372,0.686408504176158,0.9484126984126984,0.0,0.1917808219178082,0.0
walking,0.54673721340388,0.5624256837098692,0.04918032786885246,0.8504936530324401,0.669683257918552,0.6486220472440944,0.36507936507936506,0.6941529235382309,0.010101010101010102
stair up,0.1956521739130435,0.5038560411311054,0.2398884239888424,0.6317757009345795,0.1635282457879088,0.5076560659599529,0.1276595744680851,0.45760233918128657,0.43795620437956206
stair down,0.3022869022869023,0.2893081761006289,0.29890185312285517,0.3456865127582017,0.37482319660537483,0.3536815607300189,0.3136792452830189,0.5462776659959758,0.4857142857142857
